series_id,unit_id,variant,weapon_name,slot,slot_name,func_addr,callee_addr,callee_name
000COMMON,000COMMON,001,PurgeFly,88,slot_88,0x140DDF360,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,PurgeFly,88,slot_88,0x140DDF360,0x140334920,sub_140334920
000COMMON,000COMMON,001,PurgeFly,88,slot_88,0x140DDF360,0x1403349D0,sub_1403349D0
000COMMON,000COMMON,001,PurgeFly,88,slot_88,0x140DDF360,0x14068B630,sub_14068B630
000COMMON,000COMMON,001,PutObj,0,destructor,0x14092A040,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,PutObj,0,destructor,0x14092A040,0x140DDCB90,sub_140DDCB90
000COMMON,000COMMON,001,PutObj,2,oninit,0x140F76310,0x1406A5BA0,sub_1406A5BA0
000COMMON,000COMMON,001,PutObj,78,factory,0x14094E380,0x14044C4E0,sub_14044C4E0
000COMMON,000COMMON,001,PutObj,78,factory,0x14094E380,0x14053DAD4,memset
000COMMON,000COMMON,001,PutObj,78,factory,0x14094E380,0x1406A4D20,sub_1406A4D20
000COMMON,000COMMON,001,PutObj,79,configdmg,0x140F38EC0,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,PutObj,79,configdmg,0x140F38EC0,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,PutObj,79,configdmg,0x140F38EC0,0x140DDCC60,sub_140DDCC60
000COMMON,000COMMON,001,PutObj,80,slot_80,0x140DDCBE0,0x1406A4E80,sub_1406A4E80
000COMMON,000COMMON,001,PutObj,81,createcam,0x140F38910,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,PutObj,81,createcam,0x140F38910,0x14044C4E0,sub_14044C4E0
000COMMON,000COMMON,001,PutObj,81,createcam,0x140F38910,0x14053DAD4,memset
000COMMON,000COMMON,001,PutObj,81,createcam,0x140F38910,0x140DDC790,sub_140DDC790
000COMMON,000COMMON,001,PutObj,84,config,0x140E28260,0x14063BE40,sub_14063BE40
000COMMON,000COMMON,001,PutObj,84,config,0x140E28260,0x14066F920,sub_14066F920
000COMMON,000COMMON,001,PutObj,88,slot_88,0x140F389B0,0x140675210,sub_140675210
000COMMON,000COMMON,001,PutObj,88,slot_88,0x140F389B0,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,PutObj,88,slot_88,0x140F389B0,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,PutObj,88,slot_88,0x140F389B0,0x14068B630,sub_14068B630
000COMMON,000COMMON,001,PutObj,89,slot_89,0x140F38A70,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,PutObj,89,slot_89,0x140F38A70,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,PutObj,89,slot_89,0x140F38A70,0x140F39A50,sub_140F39A50
000COMMON,000COMMON,001,PutObj,90,slot_90,0x140F38970,0x14069BC60,sub_14069BC60
000COMMON,000COMMON,001,ShockHalo,0,destructor,0x14092A700,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,ShockHalo,0,destructor,0x14092A700,0x1406A4DA0,sub_1406A4DA0
000COMMON,000COMMON,001,ShockHalo,2,oninit,0x140F8D340,0x1406A5BA0,sub_1406A5BA0
000COMMON,000COMMON,001,ShockHalo,2,oninit,0x140F8D340,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ShockHalo,2,oninit,0x140F8D340,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,ShockHalo,12,onupdate,0x140DDD790,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,ShockHalo,12,onupdate,0x140DDD790,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ShockHalo,12,onupdate,0x140DDD790,0x1406A5B30,sub_1406A5B30
000COMMON,000COMMON,001,ShockHalo,12,onupdate,0x140DDD790,0x1401ABCB0,sub_1401ABCB0
000COMMON,000COMMON,001,ShockHalo,12,onupdate,0x140DDD790,0x140610D20,sub_140610D20
000COMMON,000COMMON,001,ShockHalo,78,factory,0x14094EDF0,0x14053DAD4,memset
000COMMON,000COMMON,001,ShockHalo,78,factory,0x14094EDF0,0x1406A4D20,sub_1406A4D20
000COMMON,000COMMON,001,ShockHalo,78,factory,0x14094EDF0,0x14044C4E0,sub_14044C4E0
000COMMON,000COMMON,001,ShockHalo,79,configdmg,0x140E26910,0x140DDD870,sub_140DDD870
000COMMON,000COMMON,001,ShockHalo,79,configdmg,0x140E26910,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ShockHalo,79,configdmg,0x140E26910,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,ShockHalo,81,createcam,0x140DDD530,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,ShockHalo,81,createcam,0x140DDD530,0x14044C4E0,sub_14044C4E0
000COMMON,000COMMON,001,ShockHalo,81,createcam,0x140DDD530,0x14053DAD4,memset
000COMMON,000COMMON,001,ShockHalo,81,createcam,0x140DDD530,0x140DDC790,sub_140DDC790
000COMMON,000COMMON,001,ShockHalo,84,config,0x140E28260,0x14063BE40,sub_14063BE40
000COMMON,000COMMON,001,ShockHalo,84,config,0x140E28260,0x14066F920,sub_14066F920
000COMMON,000COMMON,001,ShockHalo,88,slot_88,0x140DDD720,0x140334920,sub_140334920
000COMMON,000COMMON,001,ShockHalo,88,slot_88,0x140DDD720,0x14068B630,sub_14068B630
000COMMON,000COMMON,001,StickSaber,0,destructor,0x14092A700,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,StickSaber,0,destructor,0x14092A700,0x1406A4DA0,sub_1406A4DA0
000COMMON,000COMMON,001,StickSaber,2,oninit,0x140DDD100,0x1406A5BA0,sub_1406A5BA0
000COMMON,000COMMON,001,StickSaber,2,oninit,0x140DDD100,0x14068B630,sub_14068B630
000COMMON,000COMMON,001,StickSaber,2,oninit,0x140DDD100,0x1406751D0,sub_1406751D0
000COMMON,000COMMON,001,StickSaber,2,oninit,0x140DDD100,0x1403B36B0,sub_1403B36B0
000COMMON,000COMMON,001,StickSaber,78,factory,0x14094E4D0,0x1406A4D20,sub_1406A4D20
000COMMON,000COMMON,001,StickSaber,78,factory,0x14094E4D0,0x14044C4E0,sub_14044C4E0
000COMMON,000COMMON,001,StickSaber,78,factory,0x14094E4D0,0x14053DAD4,memset
000COMMON,000COMMON,001,StickSaber,79,configdmg,0x140F46350,0x140DDD2B0,sub_140DDD2B0
000COMMON,000COMMON,001,StickSaber,81,createcam,0x140F39C10,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,StickSaber,81,createcam,0x140F39C10,0x14044C4E0,sub_14044C4E0
000COMMON,000COMMON,001,StickSaber,81,createcam,0x140F39C10,0x14053DAD4,memset
000COMMON,000COMMON,001,StickSaber,81,createcam,0x140F39C10,0x140DDC790,sub_140DDC790
000COMMON,000COMMON,001,StickSaber,84,config,0x140E28260,0x14063BE40,sub_14063BE40
000COMMON,000COMMON,001,StickSaber,84,config,0x140E28260,0x14066F920,sub_14066F920
000COMMON,000COMMON,001,StickSaber,89,slot_89,0x140F39C70,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,StickSaber,89,slot_89,0x140F39C70,0x140F39A50,sub_140F39A50
000COMMON,000COMMON,001,StickSaber,89,slot_89,0x140F39C70,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,StickSaber,91,slot_91,0x140F39EC0,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,StickSaber,91,slot_91,0x140F39EC0,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ThrowBlade,0,destructor,0x14092A100,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,ThrowBlade,0,destructor,0x14092A100,0x1406A4DA0,sub_1406A4DA0
000COMMON,000COMMON,001,ThrowBlade,2,oninit,0x140DDE490,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,ThrowBlade,2,oninit,0x140DDE490,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ThrowBlade,2,oninit,0x140DDE490,0x1406A5BA0,sub_1406A5BA0
000COMMON,000COMMON,001,ThrowBlade,2,oninit,0x140DDE490,0x14064B080,sub_14064B080
000COMMON,000COMMON,001,ThrowBlade,22,slot_22,0x140DDC880,0x1406733C0,sub_1406733C0
000COMMON,000COMMON,001,ThrowBlade,76,slot_76,0x140DDCAA0,0x140DEAC60,sub_140DEAC60
000COMMON,000COMMON,001,ThrowBlade,78,factory,0x14094E910,0x14044C4E0,sub_14044C4E0
000COMMON,000COMMON,001,ThrowBlade,78,factory,0x14094E910,0x14053DAD4,memset
000COMMON,000COMMON,001,ThrowBlade,78,factory,0x14094E910,0x1406A4D20,sub_1406A4D20
000COMMON,000COMMON,001,ThrowBlade,79,configdmg,0x140F3A920,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ThrowBlade,79,configdmg,0x140F3A920,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,ThrowBlade,79,configdmg,0x140F3A920,0x140DDE860,sub_140DDE860
000COMMON,000COMMON,001,ThrowBlade,81,createcam,0x140DDC8E0,0x14053DAD4,memset
000COMMON,000COMMON,001,ThrowBlade,81,createcam,0x140DDC8E0,0x140DDC790,sub_140DDC790
000COMMON,000COMMON,001,ThrowBlade,81,createcam,0x140DDC8E0,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,ThrowBlade,81,createcam,0x140DDC8E0,0x1406BF3C0,sub_1406BF3C0
000COMMON,000COMMON,001,ThrowBlade,81,createcam,0x140DDC8E0,0x140DDCFA0,sub_140DDCFA0
000COMMON,000COMMON,001,ThrowBlade,81,createcam,0x140DDC8E0,0x14044C4E0,sub_14044C4E0
000COMMON,000COMMON,001,ThrowBlade,84,config,0x140F41EF0,0x14066F920,sub_14066F920
000COMMON,000COMMON,001,ThrowBlade,88,slot_88,0x140DDC960,0x14068B630,sub_14068B630
000COMMON,000COMMON,001,ThrowBlade,88,slot_88,0x140DDC960,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ThrowBlade,88,slot_88,0x140DDC960,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,ThrowBlade,88,slot_88,0x140DDC960,0x140334920,sub_140334920
000COMMON,000COMMON,001,ThrowBlade,89,slot_89,0x140F3A780,0x14062B180,sub_14062B180
000COMMON,000COMMON,001,ThrowBlade,89,slot_89,0x140F3A780,0x1401ABCB0,sub_1401ABCB0
000COMMON,000COMMON,001,ThrowBlade,89,slot_89,0x140F3A780,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ThrowBlade,89,slot_89,0x140F3A780,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,ThrowBlade,89,slot_89,0x140F3A780,0x1401AB970,sub_1401AB970
000COMMON,000COMMON,001,ThrowBlade,89,slot_89,0x140F3A780,0x14053C9D0,__security_check_cookie
000COMMON,000COMMON,001,ThrowMissile,0,destructor,0x14092A3E0,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,ThrowMissile,0,destructor,0x14092A3E0,0x1406A4DA0,sub_1406A4DA0
000COMMON,000COMMON,001,ThrowMissile,22,slot_22,0x140DDC880,0x1406733C0,sub_1406733C0
000COMMON,000COMMON,001,ThrowMissile,76,slot_76,0x140DDCAA0,0x140DEAC60,sub_140DEAC60
000COMMON,000COMMON,001,ThrowMissile,78,factory,0x14094E8C0,0x14044C4E0,sub_14044C4E0
000COMMON,000COMMON,001,ThrowMissile,78,factory,0x14094E8C0,0x14053DAD4,memset
000COMMON,000COMMON,001,ThrowMissile,78,factory,0x14094E8C0,0x1406A4D20,sub_1406A4D20
000COMMON,000COMMON,001,ThrowMissile,79,configdmg,0x140F52EA0,0x140DDCAF0,sub_140DDCAF0
000COMMON,000COMMON,001,ThrowMissile,81,createcam,0x140F3A0C0,0x1406BF3C0,sub_1406BF3C0
000COMMON,000COMMON,001,ThrowMissile,81,createcam,0x140F3A0C0,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,ThrowMissile,81,createcam,0x140F3A0C0,0x14044C4E0,sub_14044C4E0
000COMMON,000COMMON,001,ThrowMissile,81,createcam,0x140F3A0C0,0x140DDCFA0,sub_140DDCFA0
000COMMON,000COMMON,001,ThrowMissile,81,createcam,0x140F3A0C0,0x14053DAD4,memset
000COMMON,000COMMON,001,ThrowMissile,81,createcam,0x140F3A0C0,0x140DDC790,sub_140DDC790
000COMMON,000COMMON,001,ThrowMissile,84,config,0x140F3A140,0x140DDCAC0,sub_140DDCAC0
000COMMON,000COMMON,001,ThrowMissile,84,config,0x140F3A140,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ThrowMissile,84,config,0x140F3A140,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,ThrowMissile,88,slot_88,0x140DDC960,0x14068B630,sub_14068B630
000COMMON,000COMMON,001,ThrowMissile,88,slot_88,0x140DDC960,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ThrowMissile,88,slot_88,0x140DDC960,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,ThrowMissile,88,slot_88,0x140DDC960,0x140334920,sub_140334920
000COMMON,000COMMON,001,ThrowMissile,89,slot_89,0x140E36F40,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ThrowMissile,89,slot_89,0x140E36F40,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,ThrowMissile,89,slot_89,0x140E36F40,0x140F39A50,sub_140F39A50
000COMMON,000COMMON,001,ThrowPillar,0,destructor,0x140929D70,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,ThrowPillar,0,destructor,0x140929D70,0x1406A4DA0,sub_1406A4DA0
000COMMON,000COMMON,001,ThrowPillar,2,oninit,0x140DDF800,0x1406A5BA0,sub_1406A5BA0
000COMMON,000COMMON,001,ThrowPillar,2,oninit,0x140DDF800,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ThrowPillar,2,oninit,0x140DDF800,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,ThrowPillar,2,oninit,0x140DDF800,0x1406709B0,sub_1406709B0
000COMMON,000COMMON,001,ThrowPillar,12,onupdate,0x140DDF7B0,0x1406A5B30,sub_1406A5B30
000COMMON,000COMMON,001,ThrowPillar,22,slot_22,0x140DDC880,0x1406733C0,sub_1406733C0
000COMMON,000COMMON,001,ThrowPillar,59,slot_59,0x140DDF960,0x140698510,sub_140698510
000COMMON,000COMMON,001,ThrowPillar,59,slot_59,0x140DDF960,0x140675550,sub_140675550
000COMMON,000COMMON,001,ThrowPillar,59,slot_59,0x140DDF960,0x140698500,sub_140698500
000COMMON,000COMMON,001,ThrowPillar,76,slot_76,0x140DDCAA0,0x140DEAC60,sub_140DEAC60
000COMMON,000COMMON,001,ThrowPillar,78,factory,0x14094E8C0,0x14044C4E0,sub_14044C4E0
000COMMON,000COMMON,001,ThrowPillar,78,factory,0x14094E8C0,0x14053DAD4,memset
000COMMON,000COMMON,001,ThrowPillar,78,factory,0x14094E8C0,0x1406A4D20,sub_1406A4D20
000COMMON,000COMMON,001,ThrowPillar,79,configdmg,0x140DDF890,0x1406746D0,sub_1406746D0
000COMMON,000COMMON,001,ThrowPillar,79,configdmg,0x140DDF890,0x140DDCAF0,sub_140DDCAF0
000COMMON,000COMMON,001,ThrowPillar,79,configdmg,0x140DDF890,0x14053C9D0,__security_check_cookie
000COMMON,000COMMON,001,ThrowPillar,81,createcam,0x140F3AA40,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,ThrowPillar,81,createcam,0x140F3AA40,0x14044C4E0,sub_14044C4E0
000COMMON,000COMMON,001,ThrowPillar,81,createcam,0x140F3AA40,0x14053DAD4,memset
000COMMON,000COMMON,001,ThrowPillar,81,createcam,0x140F3AA40,0x140DDF540,sub_140DDF540
000COMMON,000COMMON,001,ThrowPillar,84,config,0x140DDF870,0x140DDCAC0,sub_140DDCAC0
000COMMON,000COMMON,001,ThrowPillar,88,slot_88,0x140DDC960,0x14068B630,sub_14068B630
000COMMON,000COMMON,001,ThrowPillar,88,slot_88,0x140DDC960,0x1405AA780,sub_1405AA780
000COMMON,000COMMON,001,ThrowPillar,88,slot_88,0x140DDC960,0x1405B2980,sub_1405B2980
000COMMON,000COMMON,001,ThrowPillar,88,slot_88,0x140DDC960,0x140334920,sub_140334920
000COMMON,000COMMON,001,ThrowPillarLaunchJointYAxis,0,destructor,0x14092A2D0,0x14053D0A0,j_j_?VirtualFree@nu@@YAXPEAX@Z
000COMMON,000COMMON,001,ThrowPillarLaunchJointYAxis,0,destructor,0x14092A2D0,0x1406A4DA0,sub_1406A4DA0
