series_id,unit_id,variant,weapon_name,game_namespace,archetype,vtable_addr,class_id,object_size,override_count,overridden_slots,slot_0_destructor,slot_2_oninit,slot_12_onupdate,slot_28_classid_fn,slot_54_canhit,slot_55_cancel,slot_78_factory,slot_79_configdmg,slot_81_createcam,slot_84_config,base_classes
000COMMON,000COMMON,001,ThrowPillar,EXVS2,ThrowPillar,0x1413E4D80,465,0x1C0,13,0;2;12;22;59;68;76;78;79;81;84;87;88,0x140929D70,0x140DDF800,0x140DDF7B0,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140DDF890,0x140F3AA40,0x140DDF870,.?AVCUnitTaskAutomata_000COMMON_000COMMON_001_ThrowPillar@EXVS2@@|.?AVCUnitTaskAutomataThrowPillar@GAM@VDK@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
000COMMON,000COMMON,001,ThrowPillarLaunchJointYAxis,EXVS2,ThrowPillarLaunchJointYAxis,0x1413E50B0,465,0x1C0,13,0;2;12;22;59;68;76;78;79;81;84;87;88,0x14092A2D0,0x140DDFD80,0x140DDF7B0,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140DDF890,0x140F3AA90,0x140DDF870,.?AVCUnitTaskAutomata_000COMMON_000COMMON_001_ThrowPillarLaunchJointYAxis@EXVS2@@|.?AVCUnitTaskAutomataThrowPillarLaunchJointYAxis@GAM@VDK@@|.?AVCUnitTaskAutomataThrowPillar@GAM@VDK@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
000COMMON,000COMMON,001,ThrowSaber,EXVS2,Throw,0x1413E2790,465,0x1C0,11,0;22;76;78;79;81;84;87;88;89;91,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F391A0,0x140F38FD0,0x140F39070,.?AVCUnitTaskAutomata_000COMMON_000COMMON_001_ThrowSaber@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
000COMMON,000COMMON,001,ThrowSaberRolling,EXVS2,ThrowStopRotateOnStick,0x1413E2AB8,465,0x1E0,12,0;22;59;76;78;79;81;84;87;88;89;91,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E970,0x140F398B0,0x140F393E0,0x140DDCAC0,.?AVCUnitTaskAutomata_000COMMON_000COMMON_001_ThrowSaberRolling@EXVS2@@|.?AVCUnitTaskAutomataThrowStopRotateOnStick@GAM@VDK@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
000COMMON,000COMMON,001,ThrowSaberRollingNoBindHit,EXVS2,ThrowStopRotateOnStick,0x1413E5708,465,0x1E0,12,0;22;59;76;78;79;81;84;87;88;89;91,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E970,0x140F3AAE0,0x140F393E0,0x140DDCAC0,.?AVCUnitTaskAutomata_000COMMON_000COMMON_001_ThrowSaberRollingNoBindHit@EXVS2@@|.?AVCUnitTaskAutomata_000COMMON_000COMMON_001_ThrowSaberRolling@EXVS2@@|.?AVCUnitTaskAutomataThrowStopRotateOnStick@GAM@VDK@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
000COMMON,000COMMON,001,ThrowSaberRollingStickToStage,EXVS2,ThrowStopRotateOnStick,0x1413E3768,465,0x1E0,12,0;22;59;76;78;79;81;84;87;88;89;91,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E970,0x140F3A210,0x140F3A1B0,0x140DDCAC0,.?AVCUnitTaskAutomata_000COMMON_000COMMON_001_ThrowSaberRollingStickToStage@EXVS2@@|.?AVCUnitTaskAutomata_000COMMON_000COMMON_001_ThrowSaberRolling@EXVS2@@|.?AVCUnitTaskAutomataThrowStopRotateOnStick@GAM@VDK@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
000COMMON,000COMMON,001,TransparentMortarExplosion,EXVS2,ThrowMortar,0x1413E53E0,465,0x1C0,11,0;22;52;76;78;79;81;82;84;87;88,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F75DB0,0x140DDFF20,0x140DDCAC0,.?AVCUnitTaskAutomata_000COMMON_000COMMON_001_TransparentMortarExplosion@EXVS2@@|.?AVCUnitTaskAutomataThrowMortar@GAM@VDK@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
001GUNDAM,001GUNDAM,001,BeamJavelin,EXVS2,ThrowMortar,0x1413E5A30,465,0x1C0,12,0;22;76;78;79;81;82;84;87;88;89;91,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F3AC10,0x140DDFF20,0x140F3B000,.?AVCUnitTaskAutomata_001GUNDAM_001GUNDAM_001_BeamJavelin@EXVS2@@|.?AVCUnitTaskAutomataThrowMortar@GAM@VDK@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
001GUNDAM,001GUNDAM,001,HammerShot,EXVS2,AnchorThrow,0x1413E63A8,465,0x1F0,14,0;2;11;12;18;23;72;73;76;78;79;81;84;87,0x14092A700,0x140DE0460,0x140DE0B10,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094DCE0,0x140F3AFA0,0x140F3AD60,0x140F3AE80,.?AVCUnitTaskAutomata_001GUNDAM_001GUNDAM_001_HammerShot@EXVS2@@|.?AVCUnitTaskAutomataAnchorThrow@GAM@VDK@@|.?AVCUnitTaskAutomataAnchorReturn@GAM@VDK@@|.?AVCUnitTaskAutomataAnchor@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
001GUNDAM,001GUNDAM,001,NapalmBomb,EXVS2,Detonator,0x1413E5D58,465,0x1C0,10,0;22;74;76;78;79;81;84;87;88,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140E3DBF0,0x140F3AC40,0x140DDCAC0,.?AVCUnitTaskAutomata_001GUNDAM_001GUNDAM_001_NapalmBomb@EXVS2@@|.?AVCUnitTaskAutomataDetonator@GAM@VDK@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
001GUNDAM,001GUNDAM,001,ThrowShield,EXVS2,Throw,0x1413E6080,465,0x1C0,11,0;22;76;78;79;81;84;86;87;88;91,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140E382A0,0x140F3AD10,0x140DDCAC0,.?AVCUnitTaskAutomata_001GUNDAM_001GUNDAM_001_ThrowShield@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
001GUNDAM,001GUNDAM,002,BeamJavelin,EXVS2,ThrowMortar,0x1413E66D0,465,0x1C0,12,0;22;76;78;79;81;82;84;87;88;89;91,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F3AC10,0x140DDFF20,0x140F3B000,.?AVCUnitTaskAutomata_001GUNDAM_001GUNDAM_002_BeamJavelin@EXVS2@@|.?AVCUnitTaskAutomataThrowMortar@GAM@VDK@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
001GUNDAM,001GUNDAM,002,HammerShot,EXVS2,AnchorThrow,0x1413E7048,465,0x1F0,14,0;2;11;12;18;23;72;73;76;78;79;81;84;87,0x14092A700,0x140DE0460,0x140DE0B10,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094DCE0,0x140F3B530,0x140F3B390,0x140F3B410,.?AVCUnitTaskAutomata_001GUNDAM_001GUNDAM_002_HammerShot@EXVS2@@|.?AVCUnitTaskAutomataAnchorThrow@GAM@VDK@@|.?AVCUnitTaskAutomataAnchorReturn@GAM@VDK@@|.?AVCUnitTaskAutomataAnchor@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
001GUNDAM,001GUNDAM,002,NapalmBomb,EXVS2,Detonator,0x1413E69F8,465,0x1C0,10,0;22;74;76;78;79;81;84;87;88,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140E3DBF0,0x140F3B200,0x140DDCAC0,.?AVCUnitTaskAutomata_001GUNDAM_001GUNDAM_002_NapalmBomb@EXVS2@@|.?AVCUnitTaskAutomataDetonator@GAM@VDK@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
001GUNDAM,001GUNDAM,002,ThrowShield,EXVS2,Throw,0x1413E6D20,465,0x1C0,11,0;22;76;78;79;81;84;86;87;88;91,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140E382A0,0x140F3B2D0,0x140DDCAC0,.?AVCUnitTaskAutomata_001GUNDAM_001GUNDAM_002_ThrowShield@EXVS2@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@|.?AVCUnitTaskBattleAbstract@GAM@VDK@@
001GUNDAM,002CHRGEL,001,BeamNaginata,EXVS2,ThrowMortar,0x1413E7370,465,0x1C0,13,0;22;73;76;78;79;81;82;84;87;88;89;91,0x14092A3E0,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E8C0,0x140F3B830,0x140F3B590,0x140DDCAC0,.?AVCUnitTaskAutomata_001GUNDAM_002CHRGEL_001_BeamNaginata@EXVS2@@|.?AVCUnitTaskAutomataThrowMortar@GAM@VDK@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
001GUNDAM,002CHRGEL,001,BeamNaginataBoomerang,EXVS2,BoomerangSpline,0x1413E7698,465,0x1C0,12,0;2;12;73;78;79;81;84;87;88;89;91,0x14092A700,0x140F8A350,0x140DDD470,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094DF10,0x140F3BB00,0x140F3B860,0x140E2BFD0,.?AVCUnitTaskAutomata_001GUNDAM_002CHRGEL_001_BeamNaginataBoomerang@EXVS2@@|.?AVCUnitTaskAutomataBoomerangSpline@GAM@VDK@@|.?AVCUnitTaskAutomataBoomerang@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
001GUNDAM,002CHRGEL,001,BeamnaginataThrow,EXVS2,ThrowStopRotateOnStick,0x1413E8348,465,0x1E0,12,0;22;59;76;78;79;81;84;87;88;89;91,0x14092A700,0x1406A5BA0,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E970,0x140F398B0,0x140F3C080,0x140DDCAC0,.?AVCUnitTaskAutomata_001GUNDAM_002CHRGEL_001_BeamnaginataThrow@EXVS2@@|.?AVCUnitTaskAutomata_000COMMON_000COMMON_001_ThrowSaberRolling@EXVS2@@|.?AVCUnitTaskAutomataThrowStopRotateOnStick@GAM@VDK@@|.?AVCUnitTaskAutomataThrow@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
001GUNDAM,002CHRGEL,001,HermesBit,EXVS2,FunnelMawarikomi,0x1413E8020,977,0x220,11,0;2;28;43;69;78;79;81;84;87;88,0x14092A100,0x140F75740,0x1406A5B30,0x14094F070,0x1406A5980,0x1406A57D0,0x14094E9E0,0x140F3C040,0x140F3BFB0,0x140DDCDC0,.?AVCUnitTaskAutomata_001GUNDAM_002CHRGEL_001_HermesBit@EXVS2@@|.?AVCUnitTaskAutomataFunnelMawarikomi@GAM@VDK@@|.?AVCUnitTaskAutomataFunnelFly@GAM@VDK@@|.?AVCUnitTaskAutomataFunnel@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@
001GUNDAM,002CHRGEL,001,HermesBody,EXVS2,SummonRush,0x1413E7CF0,465,0x2C0,17,0;2;18;21;30;42;46;72;73;78;79;80;81;84;87;88;90,0x14092A700,0x140DE1070,0x1406A5B30,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E5B0,0x140F3BF80,0x140F3BEE0,0x140F3BF40,.?AVCUnitTaskAutomata_001GUNDAM_002CHRGEL_001_HermesBody@EXVS2@@|.?AVCUnitTaskAutomataSummonRush@GAM@VDK@@|.?AVCUnitTaskAutomataSummon@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
001GUNDAM,002CHRGEL,001,HissatsuHermes,EXVS2,SummonRush,0x1413E79C0,465,0x2C0,19,0;2;12;18;21;30;42;46;72;73;76;78;79;80;81;84;87;88;90,0x14092A700,0x140DE1070,0x140F3BB70,0x1406A5170,0x1406A5980,0x1406A57D0,0x14094E5B0,0x140F3BEB0,0x140F3BB10,0x140F3BE60,.?AVCUnitTaskAutomata_001GUNDAM_002CHRGEL_001_HissatsuHermes@EXVS2@@|.?AVCUnitTaskAutomataSummonRush@GAM@VDK@@|.?AVCUnitTaskAutomataSummon@GAM@VDK@@|.?AVCUnitTaskAutomataRadiconParentActor@GAM@VDK@@|.?AVCUnitTaskAutomataRadicon@GAM@VDK@@|.?AVCUnitTaskAutomataAbstract@GAM@VDK@@|.?AVCUnitTaskActorProjectileAbstract@GAM@VDK@@|.?AVCUnitTaskActorAbstract@GAM@VDK@@
