# Generated by tools/param_evidence_registry.py. Do not hand-edit; regenerate.
file_type	hash	canonical_key	kind	grade	mechanism	distinct_values	citation
speedparam	0x2eae942b	unresolved_038	2	U	no_reader_found	3	docs/speedparam-msc-consumer-evidence.md;inline-annotation
speedparam	0x32fd1edc	boost_dash_yaw_response	2	R-fixed	msc_sys_0	7	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x37d1d056	air_step_speed_delta	2	R-fixed	msc_sys_0	5	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x3bf9e21e	movement_channel_4_base_vector_scale_percent_3bf9e21e	2	B	msc_sys_0	1	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x4031cb84	ground_step_secondary_timer	2	B	msc_sys_0	4	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x41dabec5	ground_step_speed_terminal	2	R-fixed	msc_sys_0	11	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x459455ea	transform_forward_speed_terminal	2	R-fixed	msc_sys_0	6	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x4d4b65ea	transform_roll_target_magnitude	2	R-fixed	msc_sys_0	3	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x4d601e55	heading_adjustment_high_distance_tier_step_degrees	2	R-fixed	msc_sys_0	1	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x4f705bad	air_step_primary_timer	2	B	msc_sys_0	2	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x5481ccf4	boost_dash_speed_terminal	2	R-fixed	msc_sys_0	12	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x56c51e87	unresolved_064	2	U	no_reader_found	1	docs/speedparam-msc-consumer-evidence.md;inline-annotation
speedparam	0x58313ef7	ground_walk_speed_delta	2	R-fixed	msc_sys_0	6	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x5e8caf43	transform_forward_speed_initial	2	R-fixed	msc_sys_0	6	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x5ef705b7	boost_ascent_yaw_response	2	R-fixed	msc_sys_0	7	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x607c25bc	boost_ascent_vertical_speed_terminal	2	R-fixed	msc_sys_0	13	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x6c640897	boost_dash_speed_delta	2	R-fixed	msc_sys_0	3	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x6f6f1bf6	transform_yaw_response	2	R-fixed	msc_sys_0	8	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x7242066a	free_flight_magnitude_floor	2	R-fixed	msc_sys_0	2	docs/speedparam-msc-consumer-evidence.md;docs/param-research/;inline-annotation
speedparam	0x737d64f4	air_step_secondary_timer	2	R-fixed	msc_sys_0	4	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x77749dd2	uniform_axis_motion_retention_ramp_end	2	R-fixed	msc_sys_0	1	docs/speedparam-msc-consumer-evidence.md;docs/param-research/;inline-annotation
speedparam	0x7bf44a41	floored_move_magnitude_seed	2	B	msc_sys_0	2	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x7c2572a1	ground_walk_entry_turn_time_base	2	R-fixed	msc_sys_0	9	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x7c3cf4dd	ground_step_primary_timer	2	R-fixed	msc_sys_0	2	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x7cd3a712	movement_channel_4_base_vector_scale_percent_7cd3a712	2	B	msc_sys_0	2	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x7d79f6fa	heading_adjustment_high_distance_threshold	2	B	msc_sys_0	4	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x7e5878a3	ground_walk_speed_initial	2	R-fixed	msc_sys_0	7	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x8173da19	unresolved_0a4	2	U	no_reader_found	2	docs/speedparam-msc-consumer-evidence.md;inline-annotation
speedparam	0x84043a2d	boost_dash_entry_turn_timer	2	R-fixed	msc_sys_0	5	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x8d0a9843	ground_step_speed_delta	2	R-fixed	msc_sys_0	5	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x8edc8d6e	walk_stop_motion_retention	2	R-fixed	msc_sys_0	4	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x9297ef74	decaying_move_magnitude_delta	2	R-fixed	msc_sys_0	3	docs/speedparam-msc-consumer-evidence.md;docs/param-research/;inline-annotation
speedparam	0x95fa2b6d	free_flight_magnitude_bound	2	R-fixed	msc_sys_0	2	docs/speedparam-msc-consumer-evidence.md;docs/param-research/;inline-annotation
speedparam	0x97be8dfc	ground_walk_entry_turn_time_angle_scale	2	R-fixed	msc_sys_0	5	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x9a378388	movement_channel_4_zero_transition_duration_9a378388	2	B	msc_sys_0	2	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x9eaa4e96	ground_walk_entry_speed	2	R-fixed	msc_sys_0	7	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0x9fd06227	transform_pitch_pose_scale	2	R-fixed	msc_sys_0	2	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xa49287b9	boost_dash_speed_initial	2	R-fixed	msc_sys_0	15	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xa55d6c5e	vertical_axis_motion_retention	2	R-fixed	msc_sys_0	2	docs/speedparam-msc-consumer-evidence.md;docs/param-research/;inline-annotation
speedparam	0xa7cbbc07	unresolved_0d4	2	U	no_reader_found	2	docs/speedparam-msc-consumer-evidence.md;inline-annotation
speedparam	0xb20b67c9	movement_channel_4_base_vector_scale_percent_b20b67c9	2	B	msc_sys_0	7	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xbc0127e1	vertical_axis_motion_retention_base	2	R-fixed	msc_sys_0	2	docs/speedparam-msc-consumer-evidence.md;docs/param-research/;inline-annotation
speedparam	0xc6157381	air_step_speed_initial	2	B	msc_sys_0	11	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xc6bbc347	boost_ascent_turn_time_angle_scale	2	R-fixed	msc_sys_0	3	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xcd5df17c	boost_ascent_horizontal_speed_initial	2	R-fixed	msc_sys_0	10	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xcf452d59	ground_walk_yaw_response	2	R-fixed	msc_sys_0	4	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xd68023a4	residual_air_drift_speed_cap	2	R-fixed	msc_sys_0	8	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xdd7720eb	uniform_axis_motion_retention	2	R-fixed	msc_sys_0	1	docs/speedparam-msc-consumer-evidence.md;docs/param-research/;inline-annotation
speedparam	0xde1ef15a	residual_air_drift_speed_delta	2	R-fixed	msc_sys_0	5	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xe2fd1bfb	air_deceleration	2	B	msc_sys_0	2	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xe590dfe2	free_flight_vertical_magnitude	2	R-fixed	msc_sys_0	3	docs/speedparam-msc-consumer-evidence.md;docs/param-research/;inline-annotation
speedparam	0xe6213731	action_label	7	S	string_offset	16	docs/speedparam-msc-consumer-evidence.md
speedparam	0xec580bcc	heading_adjustment_mid_distance_tier_step_degrees	2	B	msc_sys_0	2	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xf3b9ad85	transform_pitch_response	2	R-fixed	msc_sys_0	8	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xf3c4cae9	resource_label	7	S	string_offset	22	docs/speedparam-msc-consumer-evidence.md
speedparam	0xf44c9d4e	boost_ascent_horizontal_speed_terminal	2	R-fixed	msc_sys_0	9	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xf559dcf1	ground_step_speed_initial	2	R-fixed	msc_sys_0	11	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xf8b9b46e	transform_pitch_neutral_retention	2	R-fixed	msc_sys_0	3	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xfec6069f	ground_walk_speed_terminal	2	R-fixed	msc_sys_0	9	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
speedparam	0xff7a9c8b	transform_forward_speed_delta	2	R-fixed	msc_sys_0	3	docs/speedparam-msc-consumer-evidence.md;docs/param-research/
characterparam	0x00d7cedb	damage_dispatch_value_selector_8	2	C	code_getter_inline	4	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x00ec483c	damage_calculation_multiplier_slot_4	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x01f15731	hp_ratio_family_b_band_35_to_40	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0x04371326	base_unit_cost	2	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x07b8e157	burst_gauge_event_base_delta	2	C	code_getter_probed	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x0804605c	target_tracking_response_retention_multiplier	5	C	code_getter_probed	4	docs/characterparam-native-consumer-map-ob.md
characterparam	0x080af70c	unresolved_018	2	U	code_getter_probed	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x08218288	hp_ratio_family_a_band_15_to_20	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0x0872029d	sub_shot_cost	2	C	code_getter_inline	6	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x08a0ade8	hp_ratio_family_b_band_00_to_05	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0x08ecf0be	lock_distance_threshold_family_1_slot_0	5	C	code_getter_inline	10	docs/characterparam-native-consumer-map-ob.md
characterparam	0x0911077e	unresolved_02c	2	U	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x0acce031	burst_mobility_multiplier_slot_1	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md
characterparam	0x0b25cb7f	unit_numeric_id	2	C	code_getter_probed	19	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x0f8134a7	lock_distance_threshold_family_1_slot_4	5	C	code_getter_inline	10	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x104dff9d	burst_ranged_attack_multiplier_slot_3	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0x1113f30e	unresolved_040	5	U	code_getter_probed	6	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x14f89980	burst_melee_attack_multiplier_slot_1	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x157cc9fe	low_durability_incoming_damage_multiplier_band_05_to_10	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x15b67a85	collision_sphere_0_center_z	5	C	data_table	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x1698e3d8	unresolved_050	5	U	absent	4	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x18415dc4	runtime_progress_percentage_denominator	2	C	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x1b2228b5	lock_band_cached_state_override_enabled	1	B	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x1b8808f8	reserved_05c	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x1bb18a48	burst_mobility_multiplier_slot_0	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md
characterparam	0x1bfadfd3	lock_elevation_upper_limit_degrees	5	C	code_getter_probed	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x1c936b77	burst_gauge_event_delta_multiplier	5	C	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x1d6ea3f1	assist_damage	2	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x1e61cf9f	conditional_incoming_damage_multiplier_slot_2	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0x1ea3fae1	burst_cost	2	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x21632b7a	hp_ratio_family_b_band_25_to_30	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0x21e2041a	hp_ratio_family_a_band_10_to_15	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x22169cce	damage_calculation_multiplier_slot_2	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x22823596	special_cost	2	C	code_getter_inline	6	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x24fa2a04	collision_sphere_3_center_y	5	C	data_table	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x25346dcd	reserved_flag_08c	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x25384033	collision_sphere_3_center_x	5	C	data_table	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x2698d841	unresolved_094	5	U	code_getter_probed	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x26bc945d	collision_sphere_3_center_z	5	C	data_table	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x27f7e08a	lock_elevation_lower_limit_degrees	5	C	code_getter_probed	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x283634c3	burst_mobility_multiplier_slot_3	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md
characterparam	0x28b3fec3	hp_ratio_family_a_band_45_to_50	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x2b99569a	self_hp_reduction_amount_slot_0	2	C	data_table	13	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x2c6dc778	reserved_0ac	5	U	absent	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x2c8221e6	reserved_flag_0b0	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x2cf49283	self_hp_reduction_amount_slot_4	2	C	data_table	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x2da8874f	special_melee_damage	2	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x2df82ad5	target_position_offset_default_y	5	C	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x30099c4d	target_position_offset_slot_0_z	5	C	data_table	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x324f2214	target_position_offset_slot_0_y	5	C	data_table	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x32f4d4be	reserved_flag_0c8	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x333722b6	melee_damage	2	C	code_getter_inline	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x338d4823	target_position_offset_slot_0_x	5	C	data_table	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x379d0c45	unresolved_0d4	5	U	absent	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0x38fdfc10	unit_position_query_local_offset_x	5	C	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x3aa41969	collision_sphere_0_radius	5	C	code_getter_probed	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x3c1e9e3b	runtime_durability_upper_clamp	2	C	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x3c43a0d1	collision_sphere_3_radius	5	C	data_table	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x3c475420	lock_distance_threshold_family_2_slot_2	5	C	code_getter_inline	7	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x3cbf4f6c	low_durability_incoming_damage_multiplier_band_20_to_25	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x3d302d72	burst_melee_attack_multiplier_slot_0	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md
characterparam	0x3d501f3b	hp_regen_value	2	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x3f29dff4	reserved_flag_0f8	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x432adaa1	camera_vertical_height_correction	5	C	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x43dc9679	burst_ranged_attack_multiplier_slot_1	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md
characterparam	0x45c84958	reserved_104	2	U	absent	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x46e6927a	low_durability_incoming_damage_multiplier_band_15_to_20	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x4769f064	burst_melee_attack_multiplier_slot_3	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0x4778ab75	unresolved_110	1	U	absent	3	docs/characterparam-native-consumer-map-ob.md
characterparam	0x4b4064b6	lock_distance_threshold_family_2_slot_1	5	C	code_getter_inline	7	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x4b449047	collision_sphere_2_radius	5	C	data_table	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x4cf8985a	reserved_flag_11c	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x4d2405e0	reserved_flag_120	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x4ffacc86	unit_position_query_local_offset_y	5	C	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x5175f1de	reserved_128	5	U	absent	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x51bba4cb	collision_sphere_2_center_z	5	C	data_table	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x51dd39f0	target_relative_camera_height_far	5	C	code_getter_probed	12	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x52335d5b	reserved_flag_134	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x523f70a5	collision_sphere_2_center_x	5	C	data_table	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x5245ee3e	self_hp_reduction_amount_slot_7	2	C	data_table	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x539bc76d	charge_shot_damage	2	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x53fd1a92	collision_sphere_2_center_y	5	C	data_table	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x55e4ff75	lock_distance_threshold_family_1_default	5	C	code_getter_inline	10	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x5ac06bd2	unresolved_14c	5	U	code_getter_probed	4	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x5b3af66c	hp_ratio_family_b_band_30_to_35	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0x5b851170	reserved_flag_154	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x5bbbd90c	hp_ratio_family_a_band_05_to_10	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0x5bf3a215	self_hp_reduction_amount_slot_3	2	C	data_table	5	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x5ce8d569	reserved_flag_160	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x5e0dddd8	special_melee_cost	2	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x6133a20b	unresolved_168	2	U	absent	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x6674ee31	low_durability_incoming_damage_multiplier_band_45_to_50	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x6a14228b	burst_ranged_attack_multiplier_slot_0	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x6af92610	conditional_incoming_damage_multiplier_slot_3	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md
characterparam	0x6ed37b1f	unresolved_178	5	U	code_getter_probed	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x6f2514e8	low_durability_incoming_damage_multiplier_band_10_to_15	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x71d35821	target_position_resolver_mode	1	C	code_getter_probed	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x71d87c2c	unresolved_184	5	U	absent	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0x72785f9e	hp_ratio_family_a_band_20_to_25	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x776bbbe9	burst_damage	2	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x78860431	lock_distance_threshold_family_1_slot_3	5	C	code_getter_inline	9	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x78c70d3f	target_relative_camera_height_near	5	C	code_getter_probed	12	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x7b9d7024	reserved_flag_198	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x7ba88a27	hp_ratio_family_b_band_40_to_45	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x7d1a0acf	unit_cost_value	2	C	code_getter_probed	4	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x8199a311	main_shot_cost	2	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x8248401f	hp_regen_value_default	2	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x82b967a9	target_relative_camera_height_high_elevation	5	C	code_getter_probed	3	docs/characterparam-native-consumer-map-ob.md
characterparam	0x8381be8a	unresolved_1b0	2	U	absent	4	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x85c483f0	conditional_incoming_damage_multiplier_slot_1	5	C	code_getter_inline	4	docs/characterparam-native-consumer-map-ob.md
characterparam	0x86579c72	hp_ratio_family_b_band_45_to_50	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x8a902d5f	damage_calculation_multiplier_slot_0	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x8cbf2b3f	collision_sphere_0_center_y	5	C	data_table	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x8f0666ab	hp_ratio_family_b_band_10_to_15	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0x8f8749cb	hp_ratio_family_a_band_25_to_30	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x904c7cf0	special_damage	2	C	code_getter_inline	3	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x91cdef2b	burst_mobility_multiplier_slot_4	5	C	code_getter_inline	5	docs/characterparam-native-consumer-map-ob.md
characterparam	0x91e5a104	lock_distance_threshold_family_1_slot_1	5	C	code_getter_inline	9	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x9b20a527	unresolved_1d8	5	U	absent	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x9b8bf864	low_durability_incoming_damage_multiplier_band_40_to_45	5	C	code_getter_inline	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0x9bed4726	damage_calculation_multiplier_slot_1	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0x9d8adbdf	reserved_flag_1e4	2	U	absent	1	docs/characterparam-native-consumer-map-ob.md
characterparam	0xa223c183	lock_distance_threshold_family_2_slot_3	5	C	code_getter_inline	7	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xa60b0684	reserved_1ec	1	U	absent	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xa644cf59	hp_ratio_family_a_band_00_to_05	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0xa6c5e039	hp_ratio_family_b_band_15_to_20	5	C	code_getter_inline	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0xa6dc5c53	unresolved_1f8	5	U	code_getter_probed	2	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xa83a8232	unresolved_1fc	5	U	absent	2	docs/characterparam-native-consumer-map-ob.md
characterparam	0xa900cdf7	target_position_offset_slot_1_z	5	C	data_table	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
characterparam	0xaa841999	target_position_offset_slot_1_x	5	C	data_table	1	docs/characterparam-native-consumer-map-ob.md;inline-annotation
